Предмет;Процент комиссии;Стоимость логистики;Стоимость хранения
Комплектующие к ободным тормозам;17;96.0;0.17
Груши боксерские;17;473.0;0.47
Крепления для лодок ПВХ;17;473.0;0.47
Палки для скандинавской ходьбы;17;473.0;0.47
Бутылки для воды 18+;17;473.0;0.7
Гантели;17;473.0;0.47
Пояса спасательные;17;114.0;0.17
Вкладыши для тормозных колодок;17;79.0;0.06
Замки велосипедные;17;96.0;0.11
Инструменты для заточки;17;96.0;0.11
Кронштейны для велосипедов;17;473.0;0.47
Скакалки;17;96.0;0.11
Баулы хоккейные;17;473.0;0.47
Автоподсекатели для удочек;17;114.0;0.17
Пояса страховочные;17;114.0;0.17
Наборы для слэклайна;17;473.0;0.47
Выносы велосипедные;17;96.0;0.11
Мишени;17;96.0;0.11
Шейкеры спортивные;17;96.0;0.11
Наборы для плавания;17;775.0;1.12
Магнезия;17;79.0;0.06
Аксессуары для тренажеров;17;473.0;0.47
Доски для плавания;17;473.0;0.47
Газовые грили туристические;17;473.0;0.47
Барьеры спортивные;17;473.0;0.47
Аксессуары для газовых ламп;17;79.0;0.06
Горелки спиртовые туристические;17;79.0;0.06
Кофры для снегоходов;17;473.0;0.47
Пучковязы;17;114.0;0.26
Катушки рыболовные;17;96.0;0.11
Ласты;17;592.0;0.7
Аккумуляторы температуры;17;96.0;0.11
Слэмболы;17;473.0;0.47
Шары для бильярда;17;114.0;0.17
Наборы для гольфа;17;79.0;0.06
Гамаки;17;473.0;0.47
Поисковые магниты;17;96.0;0.11
Стрелы арбалетные;17;114.0;0.17
Гидролинии велосипедные;17;114.0;0.26
Фляги топливные;17;114.0;0.17
Колодки тормозные;17;96.0;0.11
Колеса для велосипедов;17;473.0;0.47
Ремкомплекты велосипедные;17;114.0;0.26
Седла велосипедные;17;96.0;0.11
Медицинболы;17;96.0;0.11
Брызговики для лыжероллеров;17;114.0;0.26
Эспандеры;17;96.0;0.11
Шипы для педалей;17;79.0;0.06
Каретки велосипедные;17;114.0;0.17
Джиг-головки рыболовные;17;114.0;0.17
Ремешки для высотомеров;20;473.0;0.47
Чучела охотничьи;17;473.0;0.47
Антифог;17;79.0;0.06
Ватрушки;20;592.0;0.7
Дек-платформы;17;473.0;0.47
Газовые лампы;17;114.0;0.17
Макивары;17;473.0;0.47
Спортивный товар;15;315.0;0.47
Штанги;17;473.0;0.47
Сноускейты;20;473.0;0.47
Базы спортивные;17;473.0;0.47
Шпоры для верховой езды;17;114.0;0.17
Ручки детские на руль;17;114.0;0.17
Счетчики лески;17;114.0;0.17
Карабины;17;114.0;0.17
Ножи туристические;17;79.0;0.06
Стойки спортивные;17;775.0;1.12
Сиденья для плавания;17;96.0;0.11
Столы теннисные;17;985.0;1.12
Шипы спасательные;17;114.0;0.26
Амортизаторы задние;17;114.0;0.17
Кардиодатчики;17;79.0;0.06
Аксессуары для оружия;17;114.0;0.17
Стулья для йоги;17;473.0;0.47
Вершинки фидерные;17;79.0;0.06
Тороки для дичи;17;473.0;0.7
Капы;17;79.0;0.06
Успокоители цепи;17;96.0;0.11
Подушки для медитаций;17;473.0;0.47
Диски для штанг и гантелей;17;473.0;0.47
Станки для хореографии;17;473.0;0.47
Обмотки для обруча;17;114.0;0.17
Конусы спортивные;17;114.0;0.17
Аксессуары для лодок;17;473.0;0.47
Крепления велосипедного кресла;17;79.0;0.06
Маски для плавания;17;775.0;1.12
Адаптеры велосипедные;17;96.0;0.11
Прицелы для лука;17;114.0;0.17
Приманки мягкие;17;79.0;0.06
Сушилки походные;17;473.0;0.47
Фляги велосипедные;17;96.0;0.11
Клюшки;17;592.0;0.7
Подвески для скейтбордов;17;114.0;0.17
Баскетбольные щиты;17;592.0;0.7
Коврики для тренажеров;17;775.0;1.12
Лопатки на пальцы;17;114.0;0.17
Ниппели для бескамерной установки;17;114.0;0.17
Ролики массажные;17;473.0;0.47
Ремкомплекты для резиновых лодок;17;96.0;0.11
Круги для плавания;17;114.0;0.17
Джамперы;20;473.0;0.47
Жилеты утяжелители;17;473.0;0.47
Самостраховки;17;473.0;0.47
Подсачники;17;114.0;0.17
Подножки велосипедные;17;96.0;0.11
Удилища;17;473.0;0.47
Велоудочки;17;473.0;0.47
Доски балансировочные;17;775.0;1.12
Трубки для плавания;17;473.0;0.47
Шипы-накладки на обувь;17;114.0;0.17
Гарпуны;17;473.0;0.47
Втулки велосипедные;17;96.0;0.11
Ботинки для лыжероллеров;20;473.0;0.47
Трапеции спортивные;17;592.0;0.7
Рога на руль;17;114.0;0.17
Блесны рыболовные;17;96.0;0.11
Наборы балансиров;17;473.0;0.47
Шары для бампербола;17;114.0;0.17
Аксессуары для коньков;17;96.0;0.11
Сапборды;17;985.0;1.12
Куканы рыболовные;17;96.0;0.11
Компасы;17;114.0;0.17
Велокомпьютеры;17;96.0;0.11
Лыжи детские;20;473.0;0.47
Защитные ленты;17;79.0;0.06
Комплектующие к рулевым колонкам;17;114.0;0.17
Планки спортивные;17;473.0;0.47
Зацепы для скалодрома;17;96.0;0.11
Деки для самокатов;17;473.0;0.47
Ролики для пресса;17;114.0;0.17
Ремни тактические;17;114.0;0.17
Комплектующие для лодочных прицепов;17;473.0;0.47
Ролики переключателя;17;96.0;0.11
Доски тактические;17;473.0;0.47
Секундомеры;17;114.0;0.17
Тормоза гидравлические дисковые;17;114.0;0.17
Альпинистские каски;17;473.0;0.47
Световозвращатели спортивные;17;114.0;0.26
Сноуборды детские;17;473.0;0.47
Санки;20;775.0;1.12
Киевницы;17;114.0;0.17
Валики спортивные;17;114.0;0.17
Столы бильярдные;17;985.0;1.12
Полировальные камни;17;114.0;0.17
Обмотки руля;17;114.0;0.17
Плоскогубцы рыболовные;17;114.0;0.17
Подставки для гольфа;17;473.0;0.47
Канаты тренировочные;17;592.0;0.7
Основания для ракеток настольного тенниса;17;473.0;0.7
Защита велосипеда;17;79.0;0.06
Струны для ракеток;17;114.0;0.17
Спицы велосипедные;17;114.0;0.17
Подседельные штыри;17;114.0;0.17
Мастики спортивные;17;114.0;0.17
Вкладыши в спальные мешки;17;114.0;0.17
Ледянки;20;473.0;0.47
Буи;17;473.0;0.47
Шагомеры;17;79.0;0.06
Утяжелители;17;96.0;0.11
Грипсы;17;96.0;0.11
Нейтрализаторы запаха спортивные;17;96.0;0.11
Снегоступы;17;114.0;0.17
Аттрактанты рыболовные;17;114.0;0.17
Чехлы для спортивных утюгов;17;473.0;0.47
Лыжи горные;20;592.0;0.7
Компрессы спортивные;17;114.0;0.17
Жидкие латки;17;114.0;0.17
Весла;17;473.0;0.47
Виброгасители;17;114.0;0.17
Моторы для лодок;17;1103.0;1.12
Застежки рыболовные;17;79.0;0.09
Наконечники для палок;17;79.0;0.06
Коврики туристические;17;473.0;0.47
Батуты;17;775.0;1.12
Накладки гимнастические;17;114.0;0.17
Флягодержатели;17;114.0;0.17
Салфетки для удаления смазки;17;79.0;0.09
Запчасти для втулок;17;114.0;0.17
Багажники;17;473.0;0.47
Рогатки спортивные;17;96.0;0.11
Рукоятки дроссельной заслонки;17;79.0;0.06
Комборучки велосипедные;17;96.0;0.11
Звезды велосипедные;17;96.0;0.11
Сигнализаторы клева;17;96.0;0.11
Мел бильярдный;17;114.0;0.17
Держатели мячей;17;473.0;0.47
Завязыватели крючков;17;114.0;0.17
Аксессуары для велосипедов;17;114.0;0.17
Чехлы для ружей;17;473.0;0.47
Пэды спортивные;17;96.0;0.11
Экспедиционные ящики;17;473.0;0.47
Рогатки рыболовные;17;114.0;0.17
Спортивные крепежи для телефонов;17;96.0;0.11
Скамейки кемпинговые;17;775.0;1.12
Корзины баскетбольные;17;473.0;0.47
Маты спортивные;17;473.0;0.47
Гиперэкстензии;17;985.0;1.12
Стропы;17;114.0;0.17
Корзины для мячей;17;473.0;0.47
Тридеры;20;473.0;0.47
Кувалды для тренировок;17;473.0;0.47
Смывки для лыж;17;96.0;0.11
Захваты рыболовные;17;114.0;0.17
Покрышки велосипедные;17;473.0;0.47
Лыжи беговые;20;592.0;0.7
Шайбы;17;114.0;0.17
Аксессуары для бильярда;17;114.0;0.17
Плунжерные клапаны;17;114.0;0.26
Заводные кольца;17;114.0;0.26
Шатуны велосипедные;17;114.0;0.17
Черпаки-шумовки рыбацкие;17;96.0;0.11
Черпаки для лодок;17;114.0;0.17
Пневматические оружия;17;114.0;0.17
